step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
95366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10221,10221,10221,0.373,0.373,0.373
95377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10223,10223,10223,0.363,0.363,0.363
95383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10224,10224,10224,0.333,0.333,0.333
95388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10225,10225,10225,0.322,0.322,0.322
95410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10229,10229,10229,0.339,0.339,0.339
95416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10230,10230,10230,0.31,0.31,0.31
95422,,,,,,,,,,,,,,,,,,,2099,2099,2099,0.806,0.806,0.806,,,,,,,,,,,,
95428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10232,10232,10232,0.34,0.34,0.34
95439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10234,10234,10234,0.359,0.359,0.359
95445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10235,10235,10235,0.378,0.378,0.378
95451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10236,10236,10236,0.388,0.388,0.388
95452,,,,,,,,,,,,,,,,,,,2100,2100,2100,0.811,0.811,0.811,,,,,,,,,,,,
95482,,,,,,,,,,,,,,,,,,,2101,2101,2101,0.804,0.804,0.804,,,,,,,,,,,,
95495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10244,10244,10244,0.4,0.4,0.4
95499,,,,,,,,,,,,,244,244,244,0.8051746404456659,0.8051746404456659,0.8051746404456659,,,,,,,,,,,,,,,,,,
95501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10245,10245,10245,0.408,0.408,0.408
95512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10247,10247,10247,0.428,0.428,0.428
95513,,,,,,,,,,,,,,,,,,,2102,2102,2102,0.801,0.801,0.801,,,,,,,,,,,,
95541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10252,10252,10252,0.42,0.42,0.42
95543,,,,,,,,,,,,,,,,,,,2103,2103,2103,0.7795,0.7795,0.7795,,,,,,,,,,,,
95563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10256,10256,10256,0.426,0.426,0.426
95573,,,,,,,,,,,,,,,,,,,2104,2104,2104,0.7855,0.7855,0.7855,,,,,,,,,,,,
95604,,,,,,,,,,,,,,,,,,,2105,2105,2105,0.7755,0.7755,0.7755,,,,,,,,,,,,
95614,232,232,232,0.7601815997531031,0.7601815997531031,0.7601815997531031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95633,,,,,,,236,236,236,0.24188450384358284,0.24188450384358284,0.24188450384358284,,,,,,,,,,,,,,,,,,,,,,,,
95634,,,,,,,,,,,,,,,,,,,2106,2106,2106,0.781,0.781,0.781,,,,,,,,,,,,
95664,,,,,,,,,,,,,,,,,,,2107,2107,2107,0.777,0.777,0.777,,,,,,,,,,,,
95695,,,,,,,,,,,,,,,,,,,2108,2108,2108,0.772,0.772,0.772,,,,,,,,,,,,
95776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10258,10258,10258,0.387,0.387,0.387
95781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10259,10259,10259,0.388,0.388,0.388
95787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10260,10260,10260,0.369,0.369,0.369
95815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10265,10265,10265,0.327,0.327,0.327
95832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10268,10268,10268,0.329,0.329,0.329
95843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10270,10270,10270,0.317,0.317,0.317
95846,,,,,,,,,,,,,,,,,,,2109,2109,2109,0.778,0.778,0.778,,,,,,,,,,,,
95877,,,,,,,,,,,,,,,,,,,2110,2110,2110,0.784,0.784,0.784,,,,,,,10276,10276,10276,0.353,0.353,0.353
95883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10277,10277,10277,0.345,0.345,0.345
95891,,,,,,,,,,,,,245,245,245,0.831223007,0.831223007,0.831223007,,,,,,,,,,,,,,,,,,
95905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10281,10281,10281,0.356,0.356,0.356
95907,,,,,,,,,,,,,,,,,,,2111,2111,2111,0.794,0.794,0.794,,,,,,,,,,,,
95933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10286,10286,10286,0.362,0.362,0.362
95937,,,,,,,,,,,,,,,,,,,2112,2112,2112,0.8,0.8,0.8,,,,,,,,,,,,
95939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10287,10287,10287,0.382,0.382,0.382
95968,,,,,,,,,,,,,,,,,,,2113,2113,2113,0.802,0.802,0.802,,,,,,,,,,,,
95973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10293,10293,10293,0.414,0.414,0.414
95988,233,233,233,0.7668885594896004,0.7668885594896004,0.7668885594896004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10296,10296,10296,0.447,0.447,0.447
95995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10297,10297,10297,0.438,0.438,0.438
95998,,,,,,,,,,,,,,,,,,,2114,2114,2114,0.8015,0.8015,0.8015,,,,,,,,,,,,
96012,,,,,,,237,237,237,0.24108636097865005,0.24108636097865005,0.24108636097865005,,,,,,,,,,,,,,,,,,,,,,,,
96028,,,,,,,,,,,,,,,,,,,2115,2115,2115,0.7985,0.7985,0.7985,,,,,,,10303,10303,10303,0.425,0.425,0.425
96034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304,10304,10304,0.437,0.437,0.437
96045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10306,10306,10306,0.42,0.42,0.42
96059,,,,,,,,,,,,,,,,,,,2116,2116,2116,0.8065,0.8065,0.8065,,,,,,,,,,,,
96120,,,,,,,,,,,,,,,,,,,,,,,,,138,138,138,0.441,0.441,0.441,,,,,,
96145,,,,,,,,,,,,,,,,,,,,,,,,,139,139,139,0.364,0.364,0.364,,,,,,
96233,,,,,,,,,,,,,,,,,,,2117,2117,2117,0.8165,0.8165,0.8165,,,,,,,,,,,,
96264,,,,,,,,,,,,,,,,,,,2118,2118,2118,0.8205,0.8205,0.8205,,,,,,,,,,,,
96282,,,,,,,,,,,,,246,246,246,0.8211628062008401,0.8211628062008401,0.8211628062008401,,,,,,,,,,,,,10312,10312,10312,0.393,0.393,0.393
96293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10314,10314,10314,0.374,0.374,0.374
96294,,,,,,,,,,,,,,,,,,,2119,2119,2119,0.8125,0.8125,0.8125,,,,,,,,,,,,
96299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10315,10315,10315,0.374,0.374,0.374
96304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10316,10316,10316,0.354,0.354,0.354
96324,,,,,,,,,,,,,,,,,,,2120,2120,2120,0.8075,0.8075,0.8075,,,,,,,,,,,,
96327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10320,10320,10320,0.316,0.316,0.316
96332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10321,10321,10321,0.313,0.313,0.313
96355,,,,,,,,,,,,,,,,,,,2121,2121,2121,0.8105,0.8105,0.8105,,,,,,,10325,10325,10325,0.38,0.38,0.38
96360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10326,10326,10326,0.369,0.369,0.369
96363,234,234,234,0.7748610543381552,0.7748610543381552,0.7748610543381552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10327,10327,10327,0.379,0.379,0.379
96385,,,,,,,,,,,,,,,,,,,2122,2122,2122,0.8065,0.8065,0.8065,,,,,,,,,,,,
96392,,,,,,,238,238,238,0.22026089049534472,0.22026089049534472,0.22026089049534472,,,,,,,,,,,,,,,,,,,,,,,,
96405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10334,10334,10334,0.424,0.424,0.424
96411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10335,10335,10335,0.404,0.404,0.404
96415,,,,,,,,,,,,,,,,,,,2123,2123,2123,0.802,0.802,0.802,,,,,,,,,,,,
96433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10339,10339,10339,0.394,0.394,0.394
96446,,,,,,,,,,,,,,,,,,,2124,2124,2124,0.795,0.795,0.795,,,,,,,,,,,,
96467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10345,10345,10345,0.433,0.433,0.433
96476,,,,,,,,,,,,,,,,,,,2125,2125,2125,0.795,0.795,0.795,,,,,,,,,,,,
96500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10351,10351,10351,0.396,0.396,0.396
96511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10353,10353,10353,0.388,0.388,0.388
96540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10358,10358,10358,0.379,0.379,0.379
96557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10361,10361,10361,0.372,0.372,0.372
96568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10363,10363,10363,0.38,0.38,0.38
96613,,,,,,,,,,,,,,,,,,,2126,2126,2126,0.81,0.81,0.81,,,,,,,,,,,,
96643,,,,,,,,,,,,,,,,,,,2127,2127,2127,0.818,0.818,0.818,,,,,,,,,,,,
96673,,,,,,,,,,,,,,,,,,,2128,2128,2128,0.8285,0.8285,0.8285,,,,,,,,,,,,
96674,,,,,,,,,,,,,247,247,247,0.8243080939720898,0.8243080939720898,0.8243080939720898,,,,,,,,,,,,,,,,,,
96704,,,,,,,,,,,,,,,,,,,2129,2129,2129,0.8305,0.8305,0.8305,,,,,,,,,,,,
96734,,,,,,,,,,,,,,,,,,,2130,2130,2130,0.8385,0.8385,0.8385,,,,,,,,,,,,
96737,235,235,235,0.7716652444183592,0.7716652444183592,0.7716652444183592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96764,,,,,,,,,,,,,,,,,,,2131,2131,2131,0.8375,0.8375,0.8375,,,,,,,,,,,,
96771,,,,,,,239,239,239,0.2340205098286347,0.2340205098286347,0.2340205098286347,,,,,,,,,,,,,,,,,,,,,,,,
96795,,,,,,,,,,,,,,,,,,,2132,2132,2132,0.8395,0.8395,0.8395,,,,,,,,,,,,
96807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10369,10369,10369,0.362,0.362,0.362
96812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10370,10370,10370,0.361,0.361,0.361
96818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10371,10371,10371,0.361,0.361,0.361
96846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10376,10376,10376,0.341,0.341,0.341
96885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10383,10383,10383,0.347,0.347,0.347
96896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10385,10385,10385,0.374,0.374,0.374
96902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10386,10386,10386,0.374,0.374,0.374
96916,,,,,,,,,,,,,,,,,,,2133,2133,2133,0.8455,0.8455,0.8455,,,,,,,,,,,,
96931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10391,10391,10391,0.333,0.333,0.333
96942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10393,10393,10393,0.351,0.351,0.351
96946,,,,,,,,,,,,,,,,,,,2134,2134,2134,0.8395,0.8395,0.8395,,,,,,,,,,,,
96948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394,10394,10394,0.381,0.381,0.381
96953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10395,10395,10395,0.379,0.379,0.379
96959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10396,10396,10396,0.389,0.389,0.389
96975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10399,10399,10399,0.379,0.379,0.379
96977,,,,,,,,,,,,,,,,,,,2135,2135,2135,0.8415,0.8415,0.8415,,,,,,,,,,,,
96981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400,10400,10400,0.397,0.397,0.397
96987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10401,10401,10401,0.397,0.397,0.397
97003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10404,10404,10404,0.37,0.37,0.37
97007,,,,,,,,,,,,,,,,,,,2136,2136,2136,0.8465,0.8465,0.8465,,,,,,,,,,,,
97020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10407,10407,10407,0.373,0.373,0.373
97026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10408,10408,10408,0.402,0.402,0.402
97037,,,,,,,,,,,,,,,,,,,2137,2137,2137,0.8585,0.8585,0.8585,,,,,,,10410,10410,10410,0.375,0.375,0.375
97043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10411,10411,10411,0.366,0.366,0.366
97065,,,,,,,,,,,,,248,248,248,0.8502802106919672,0.8502802106919672,0.8502802106919672,,,,,,,,,,,,,,,,,,
97066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10415,10415,10415,0.396,0.396,0.396
97067,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,0.391,0.391,0.391,,,,,,
97068,,,,,,,,,,,,,,,,,,,2138,2138,2138,0.8585,0.8585,0.8585,,,,,,,,,,,,
97111,236,236,236,0.7460433260350404,0.7460433260350404,0.7460433260350404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97151,,,,,,,240,240,240,0.24307590816927616,0.24307590816927616,0.24307590816927616,,,,,,,,,,,,,,,,,,,,,,,,
97223,,,,,,,,,,,,,,,,,,,2139,2139,2139,0.8675,0.8675,0.8675,,,,,,,,,,,,
97254,,,,,,,,,,,,,,,,,,,2140,2140,2140,0.8645,0.8645,0.8645,,,,,,,,,,,,
97284,,,,,,,,,,,,,,,,,,,2141,2141,2141,0.8575,0.8575,0.8575,,,,,,,,,,,,
97314,,,,,,,,,,,,,,,,,,,2142,2142,2142,0.8615,0.8615,0.8615,,,,,,,,,,,,
97316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10422,10422,10422,0.404,0.404,0.404
97321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10423,10423,10423,0.404,0.404,0.404
97327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10424,10424,10424,0.395,0.395,0.395
97338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10426,10426,10426,0.409,0.409,0.409
97344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10427,10427,10427,0.419,0.419,0.419
97345,,,,,,,,,,,,,,,,,,,2143,2143,2143,0.8555,0.8555,0.8555,,,,,,,,,,,,
97366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10431,10431,10431,0.427,0.427,0.427
97372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10432,10432,10432,0.445,0.445,0.445
97375,,,,,,,,,,,,,,,,,,,2144,2144,2144,0.8605,0.8605,0.8605,,,,,,,,,,,,
97377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10433,10433,10433,0.425,0.425,0.425
97383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10434,10434,10434,0.433,0.433,0.433
97400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10437,10437,10437,0.41,0.41,0.41
97405,,,,,,,,,,,,,,,,,,,2145,2145,2145,0.8705,0.8705,0.8705,,,,,,,,,,,,
97411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10439,10439,10439,0.42,0.42,0.42
97428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10442,10442,10442,0.424,0.424,0.424
97436,,,,,,,,,,,,,,,,,,,2146,2146,2146,0.8725,0.8725,0.8725,,,,,,,,,,,,
97444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10445,10445,10445,0.411,0.411,0.411
97456,,,,,,,,,,,,,249,249,249,0.8419534661067025,0.8419534661067025,0.8419534661067025,,,,,,,,,,,,,,,,,,
97461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10448,10448,10448,0.37,0.37,0.37
97485,237,237,237,0.7217702689110319,0.7217702689110319,0.7217702689110319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10454,10454,10454,0.332,0.332,0.332
97500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10455,10455,10455,0.352,0.352,0.352
97523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10459,10459,10459,0.295,0.295,0.295
97530,,,,,,,241,241,241,0.2179192735060179,0.2179192735060179,0.2179192735060179,,,,,,,,,,,,,,,,,,,,,,,,
97539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10462,10462,10462,0.333,0.333,0.333
97562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10466,10466,10466,0.317,0.317,0.317
97572,,,,,,,,,,,,,,,,,,,2147,2147,2147,0.8655,0.8655,0.8655,,,,,,,,,,,,
97601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10473,10473,10473,0.367,0.367,0.367
97602,,,,,,,,,,,,,,,,,,,2148,2148,2148,0.885,0.885,0.885,,,,,,,,,,,,
97607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10474,10474,10474,0.358,0.358,0.358
97618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10476,10476,10476,0.37,0.37,0.37
97633,,,,,,,,,,,,,,,,,,,2149,2149,2149,0.884,0.884,0.884,,,,,,,,,,,,
97663,,,,,,,,,,,,,,,,,,,2150,2150,2150,0.883,0.883,0.883,,,,,,,,,,,,
97693,,,,,,,,,,,,,,,,,,,2151,2151,2151,0.876,0.876,0.876,,,,,,,,,,,,
97724,,,,,,,,,,,,,,,,,,,2152,2152,2152,0.87,0.87,0.87,,,,,,,,,,,,
97754,,,,,,,,,,,,,,,,,,,2153,2153,2153,0.884,0.884,0.884,,,,,,,,,,,,
97848,,,,,,,,,,,,,250,250,250,0.8532783716341804,0.8532783716341804,0.8532783716341804,,,,,,,,,,,,,,,,,,
97859,238,238,238,0.7292351833404367,0.7292351833404367,0.7292351833404367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10483,10483,10483,0.398,0.398,0.398
97888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488,10488,10488,0.389,0.389,0.389
97910,,,,,,,242,242,242,0.21774955535327234,0.21774955535327234,0.21774955535327234,,,,,,,,,,,,,,,,,,,,,,,,
97921,,,,,,,,,,,,,,,,,,,2154,2154,2154,0.883,0.883,0.883,,,,,,,,,,,,
97928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10495,10495,10495,0.349,0.349,0.349
97951,,,,,,,,,,,,,,,,,,,2155,2155,2155,0.874,0.874,0.874,,,,,,,,,,,,
97956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,10500,10500,0.36,0.36,0.36
97962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501,10501,10501,0.341,0.341,0.341
97973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10503,10503,10503,0.325,0.325,0.325
97978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10504,10504,10504,0.325,0.325,0.325
97982,,,,,,,,,,,,,,,,,,,2156,2156,2156,0.866,0.866,0.866,,,,,,,,,,,,
97990,,,,,,,,,,,,,,,,,,,,,,,,,141,141,141,0.409,0.409,0.409,,,,,,
98001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10508,10508,10508,0.326,0.326,0.326
98006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10509,10509,10509,0.326,0.326,0.326
98012,,,,,,,,,,,,,,,,,,,2157,2157,2157,0.867,0.867,0.867,,,,,,,,,,,,
98014,,,,,,,,,,,,,,,,,,,,,,,,,142,142,142,0.421,0.421,0.421,,,,,,
98018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10511,10511,10511,0.296,0.296,0.296
98029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10513,10513,10513,0.323,0.323,0.323
98040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10515,10515,10515,0.295,0.295,0.295
98042,,,,,,,,,,,,,,,,,,,2158,2158,2158,0.858,0.858,0.858,,,,,,,,,,,,
98051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10517,10517,10517,0.296,0.296,0.296
98073,,,,,,,,,,,,,,,,,,,2159,2159,2159,0.857,0.857,0.857,,,,,,,,,,,,
98091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10524,10524,10524,0.345,0.345,0.345
98097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10525,10525,10525,0.344,0.344,0.344
98103,,,,,,,,,,,,,,,,,,,2160,2160,2160,0.849,0.849,0.849,,,,,,,,,,,,
98108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10527,10527,10527,0.351,0.351,0.351
98119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10529,10529,10529,0.342,0.342,0.342
98125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10530,10530,10530,0.344,0.344,0.344
98133,,,,,,,,,,,,,,,,,,,2161,2161,2161,0.834,0.834,0.834,,,,,,,,,,,,
98136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10532,10532,10532,0.363,0.363,0.363
98164,,,,,,,,,,,,,,,,,,,2162,2162,2162,0.8155,0.8155,0.8155,,,,,,,,,,,,
98233,239,239,239,0.7376794981802809,0.7376794981802809,0.7376794981802809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98239,,,,,,,,,,,,,251,251,251,0.8459744679779012,0.8459744679779012,0.8459744679779012,,,,,,,,,,,,,,,,,,
98289,,,,,,,243,243,243,0.23770675795122564,0.23770675795122564,0.23770675795122564,,,,,,,,,,,,,,,,,,,,,,,,
98342,,,,,,,,,,,,,,,,,,,2163,2163,2163,0.8205,0.8205,0.8205,,,,,,,,,,,,
98354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10534,10534,10534,0.365,0.365,0.365
98372,,,,,,,,,,,,,,,,,,,2164,2164,2164,0.8155,0.8155,0.8155,,,,,,,,,,,,
98376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10538,10538,10538,0.367,0.367,0.367
98382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10539,10539,10539,0.384,0.384,0.384
98388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10540,10540,10540,0.396,0.396,0.396
98403,,,,,,,,,,,,,,,,,,,2165,2165,2165,0.8175,0.8175,0.8175,,,,,,,,,,,,
98416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10545,10545,10545,0.386,0.386,0.386
98421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10546,10546,10546,0.367,0.367,0.367
98433,,,,,,,,,,,,,,,,,,,2166,2166,2166,0.8175,0.8175,0.8175,,,,,,,,,,,,
98438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10549,10549,10549,0.355,0.355,0.355
98463,,,,,,,,,,,,,,,,,,,2167,2167,2167,0.8145,0.8145,0.8145,,,,,,,,,,,,
98489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10558,10558,10558,0.361,0.361,0.361
98494,,,,,,,,,,,,,,,,,,,2168,2168,2168,0.8065,0.8065,0.8065,,,,,,,,,,,,
98495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10559,10559,10559,0.38,0.38,0.38
98500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10560,10560,10560,0.379,0.379,0.379
98512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10562,10562,10562,0.409,0.409,0.409
98524,,,,,,,,,,,,,,,,,,,2169,2169,2169,0.7965,0.7965,0.7965,,,,,,,10564,10564,10564,0.4,0.4,0.4
98529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10565,10565,10565,0.399,0.399,0.399
98535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10566,10566,10566,0.398,0.398,0.398
98540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10567,10567,10567,0.4,0.4,0.4
98554,,,,,,,,,,,,,,,,,,,2170,2170,2170,0.7895,0.7895,0.7895,,,,,,,,,,,,
98557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10570,10570,10570,0.408,0.408,0.408
98574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10573,10573,10573,0.41,0.41,0.41
98581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10574,10574,10574,0.401,0.401,0.401
98585,,,,,,,,,,,,,,,,,,,2171,2171,2171,0.7795,0.7795,0.7795,,,,,,,,,,,,
98597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10577,10577,10577,0.432,0.432,0.432
98607,240,240,240,0.7061085539729498,0.7061085539729498,0.7061085539729498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10579,10579,10579,0.442,0.442,0.442
98614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,10580,10580,0.441,0.441,0.441
98615,,,,,,,,,,,,,,,,,,,2172,2172,2172,0.7875,0.7875,0.7875,,,,,,,,,,,,
98631,,,,,,,,,,,,,252,252,252,0.8601939688609629,0.8601939688609629,0.8601939688609629,,,,,,,,,,,,,,,,,,
98664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10589,10589,10589,0.404,0.404,0.404
98669,,,,,,,244,244,244,0.22681847939120647,0.22681847939120647,0.22681847939120647,,,,,,,,,,,,,,,,,,,,,,,,
98744,,,,,,,,,,,,,,,,,,,2173,2173,2173,0.774,0.774,0.774,,,,,,,,,,,,
98774,,,,,,,,,,,,,,,,,,,2174,2174,2174,0.769,0.769,0.769,,,,,,,,,,,,
98805,,,,,,,,,,,,,,,,,,,2175,2175,2175,0.767,0.767,0.767,,,,,,,,,,,,
98835,,,,,,,,,,,,,,,,,,,2176,2176,2176,0.777,0.777,0.777,,,,,,,,,,,,
98865,,,,,,,,,,,,,,,,,,,2177,2177,2177,0.789,0.789,0.789,,,,,,,,,,,,
98896,,,,,,,,,,,,,,,,,,,2178,2178,2178,0.786,0.786,0.786,,,,,,,,,,,,
